,key,stock,sold_out_date,sol_out_pred,date_sold_out_date,date_sold_out_pred,days_differ,correct_differ
239,10405 152,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
240,10405 164,4.0,2018-01-17,2018-01-28,2018-01-17,2018-01-28,-11 days +00:00:00.000000000,11
241,10407 30,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
242,10407 32,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
243,10407 35,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
244,10407 36 2/3,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
245,10407 37 1/3,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
246,10407 38 2/3,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
247,10408 37 1/3,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
248,10408 38,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
249,10408 38 2/3,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
250,10410 4 ( 39-42 ),1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
251,10410 5 ( 43-46 ),7.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
252,10413 L,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
253,10414 L,13.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
254,10414 M,3.0,2018-01-14,2018-01-23,2018-01-14,2018-01-23,-9 days +00:00:00.000000000,9
255,10414 S,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
256,10414 XL,5.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
257,10415 2XL,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
258,10415 L,2.0,2018-01-19,2018-01-17,2018-01-19,2018-01-17,2 days 00:00:00.000000000,2
259,10415 M,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
260,10415 XL,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
261,10416 39 1/3,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
262,10416 40,4.0,2018-01-17,2018-01-28,2018-01-17,2018-01-28,-11 days +00:00:00.000000000,11
263,10416 40 2/3,4.0,2018-01-11,2018-01-28,2018-01-11,2018-01-28,-17 days +00:00:00.000000000,17
264,10416 41 1/3,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
265,10416 42,22.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
266,10416 42 2/3,8.0,2018-01-08,2018-01-22,2018-01-08,2018-01-22,-14 days +00:00:00.000000000,14
267,10416 43 1/3,15.0,2018-01-07,2018-01-22,2018-01-07,2018-01-22,-15 days +00:00:00.000000000,15
268,10416 44,11.0,2018-01-09,2018-01-22,2018-01-09,2018-01-22,-13 days +00:00:00.000000000,13
269,10416 44 2/3,12.0,2018-01-05,2018-01-22,2018-01-05,2018-01-22,-17 days +00:00:00.000000000,17
270,10416 45 1/3,17.0,2018-01-11,2018-01-22,2018-01-11,2018-01-22,-11 days +00:00:00.000000000,11
271,10416 46,26.0,2018-01-24,2018-01-22,2018-01-24,2018-01-22,2 days 00:00:00.000000000,2
272,10416 46 2/3,9.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
273,10416 47 1/3,5.0,2018-01-11,2018-01-22,2018-01-11,2018-01-22,-11 days +00:00:00.000000000,11
274,10416 48,2.0,2018-01-07,2018-01-17,2018-01-07,2018-01-17,-10 days +00:00:00.000000000,10
275,10421 41,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
276,10421 42,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
277,10421 43,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
278,10421 45,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
279,10421 46,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
280,10425 L,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
281,10428 S ( 34/36 ),1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
282,10435 M ( 140-152 ),1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
283,10435 XL ( 158-170 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
284,10439 2XL,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
285,10439 L,31.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
286,10439 M,6.0,2018-01-13,2018-01-22,2018-01-13,2018-01-22,-9 days +00:00:00.000000000,9
287,10439 S,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
288,10439 XL,6.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
289,10439 XS,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
290,10447 2XL,16.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
291,10447 L,39.0,2018-01-08,2018-01-22,2018-01-08,2018-01-22,-14 days +00:00:00.000000000,14
292,10447 M,178.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
293,10447 S,16.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
294,10447 XL,78.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
295,10452 164,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
296,10456 L ( 152-158 ),2.0,2018-01-07,2018-01-17,2018-01-07,2018-01-17,-10 days +00:00:00.000000000,10
297,10456 M ( 140-152 ),3.0,2018-01-09,2018-01-23,2018-01-09,2018-01-23,-14 days +00:00:00.000000000,14
298,10456 S ( 128-140 ),1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
299,10456 XL ( 158-170 ),6.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
300,10463 2XL,7.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
301,10463 L,5.0,2018-01-24,2018-01-22,2018-01-24,2018-01-22,2 days 00:00:00.000000000,2
302,10463 M,8.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
303,10463 S,2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
304,10463 XL,4.0,2018-01-28,2018-01-28,2018-01-28,2018-01-28,0 days 00:00:00.000000000,0
305,10466 41 1/3,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
306,10466 45 1/3,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
307,10467 2XL,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
308,10467 L,7.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
309,10467 M,17.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
310,10467 S,3.0,2018-01-30,2018-01-23,2018-01-30,2018-01-23,7 days 00:00:00.000000000,7
311,10467 XL,5.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
312,10469 41,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
313,10469 47,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
314,10470 41,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
315,10470 43,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
316,10483 38,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
317,10490 XL ( 158-170 ),1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
318,10503 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
319,10511 41 1/3,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
320,10511 42,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
321,10511 42 2/3,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
322,10511 44,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
323,10511 44 2/3,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
324,10511 45 1/3,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
325,10511 46 2/3,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
326,10514 3XL,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
327,10514 L,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
328,10514 S,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
329,10514 XL,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
330,10519 L,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
331,10519 M,3.0,2018-01-28,2018-01-23,2018-01-28,2018-01-23,5 days 00:00:00.000000000,5
332,10519 S,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
333,10523 L,2.0,2018-01-19,2018-01-17,2018-01-19,2018-01-17,2 days 00:00:00.000000000,2
334,10525 L,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
335,10525 M,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
336,10526 38,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
337,10527 37 1/3,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
338,10527 38,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
339,10550 42,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
340,10552 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
341,10552 45 1/3,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
342,10553 M,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
343,10558 140,3.0,2018-01-16,2018-01-23,2018-01-16,2018-01-23,-7 days +00:00:00.000000000,7
344,10559 2 ( 37-39 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
345,10559 4 ( 43-45 ),2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
346,10560 M,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
347,10560 XL,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
348,10570 32,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
349,10570 33,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
350,10570 34,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
351,10570 35,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
352,10570 37 1/3,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
353,10570 38,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
354,10573 164,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
355,10574 46,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
356,10574 46 2/3,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
357,10574 47 1/3,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
358,10575 42,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
359,10575 42 2/3,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
360,10575 44,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
361,10575 44 2/3,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
362,10575 46,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
363,10575 47 1/3,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
364,10575 48 2/3,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
365,10583 L ( 152-158 ),1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
366,10584 2XL,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
367,10585 L,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
368,10585 M,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
369,10585 XL,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
370,10594 S,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
371,10597 37,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
372,10598 L ( 152-158 ),1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
373,10598 M ( 140-152 ),1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
374,10598 XL ( 158-170 ),2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
375,10607 140,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
376,10610 116,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
377,10610 164,5.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
378,10615 176,2.0,2018-01-19,2018-01-17,2018-01-19,2018-01-17,2 days 00:00:00.000000000,2
379,10616 2XL,2.0,2018-01-09,2018-01-17,2018-01-09,2018-01-17,-8 days +00:00:00.000000000,8
380,10616 L,9.0,2018-01-06,2018-01-22,2018-01-06,2018-01-22,-16 days +00:00:00.000000000,16
381,10616 M,2.0,2018-01-02,2018-01-17,2018-01-02,2018-01-17,-15 days +00:00:00.000000000,15
382,10616 S,2.0,2018-01-05,2018-01-17,2018-01-05,2018-01-17,-12 days +00:00:00.000000000,12
383,10616 XL,7.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
384,10617 128,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
385,10617 140,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
386,10617 152,2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
387,10617 164,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
388,10619 2XL,8.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
389,10619 L,28.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
390,10619 M,44.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
391,10619 S,10.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
392,10619 XL,12.0,2018-01-24,2018-01-22,2018-01-24,2018-01-22,2 days 00:00:00.000000000,2
393,10620 36 2/3,3.0,2018-01-13,2018-01-23,2018-01-13,2018-01-23,-10 days +00:00:00.000000000,10
394,10620 37 1/3,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
395,10620 38,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
396,10620 38 2/3,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
397,10623 41,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
398,10623 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
399,10627 43,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
400,10627 44,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
401,10628 3 ( 40-42 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
402,10628 4 ( 43-45 ),2.0,2018-01-27,2018-01-17,2018-01-27,2018-01-17,10 days 00:00:00.000000000,10
403,10628 5 ( 46-48 ),2.0,2018-01-20,2018-01-17,2018-01-20,2018-01-17,3 days 00:00:00.000000000,3
404,10630 S,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
405,10630 XL,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
406,10633 L,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
407,10633 M,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
408,10635 L,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
409,10635 M,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
410,10642 43,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
411,10642 44,3.0,2018-01-24,2018-01-23,2018-01-24,2018-01-23,1 days 00:00:00.000000000,1
412,10642 45,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
413,10645 2XL,21.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
414,10645 3XL,5.0,2018-01-11,2018-01-22,2018-01-11,2018-01-22,-11 days +00:00:00.000000000,11
415,10645 L,9.0,2018-01-09,2018-01-22,2018-01-09,2018-01-22,-13 days +00:00:00.000000000,13
416,10645 M,128.0,2018-01-27,2018-01-22,2018-01-27,2018-01-22,5 days 00:00:00.000000000,5
417,10645 S,35.0,2018-01-10,2018-01-22,2018-01-10,2018-01-22,-12 days +00:00:00.000000000,12
418,10645 XL,22.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
419,10653 12 (41-45),1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
420,10664 L,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
421,10670 2XL,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
422,10671 35,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
423,10671 36,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
424,10680 L,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
425,10682 L ( 152-158 ),1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
426,10686 L,5.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
427,10686 M,8.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
428,10686 S,5.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
429,10686 XL,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
430,10692 L,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
431,10692 M,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
432,10692 S,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
433,10706 L ( 152-158 ),4.0,2018-01-16,2018-01-28,2018-01-16,2018-01-28,-12 days +00:00:00.000000000,12
434,10706 M ( 140-152 ),16.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
435,10706 S ( 128-140 ),1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
436,10706 XL ( 158-170 ),11.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
437,10706 XS ( 116-128 ),1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
438,10707 L,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
439,10707 M,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
440,10707 XL,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
441,10713 33,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
442,10713 35,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
443,10713 38,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
444,10715 40,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
445,10715 40 2/3,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
446,10715 42,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
447,10715 42 2/3,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
448,10715 43 1/3,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
449,10715 44,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
450,10715 44 2/3,2.0,2018-01-18,2018-01-17,2018-01-18,2018-01-17,1 days 00:00:00.000000000,1
451,10715 45 1/3,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
452,10715 46,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
453,10717 2XL,2.0,2018-01-18,2018-01-17,2018-01-18,2018-01-17,1 days 00:00:00.000000000,1
454,10717 XL,3.0,2018-01-04,2018-01-23,2018-01-04,2018-01-23,-19 days +00:00:00.000000000,19
455,10733 M ( 140-152 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
456,10733 XL ( 158-170 ),2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
457,10736 L,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
458,10737 XL,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
459,10742 43,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
460,10743 L,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
461,10743 XL,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
462,10748 2 ( 37-39 ),2.0,2018-01-20,2018-01-17,2018-01-20,2018-01-17,3 days 00:00:00.000000000,3
463,10748 3 ( 40-42 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
464,10748 4 ( 43-45 ),1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
465,10748 5 ( 46-48 ),6.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
466,10752 XL ( 158-170 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
467,10756 L ( 42-46 ),16.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
468,10756 M ( 38-42 ),5.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
469,10756 S ( 34-38 ),2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
470,10759 2XL,3.0,2018-01-16,2018-01-23,2018-01-16,2018-01-23,-7 days +00:00:00.000000000,7
471,10759 L,36.0,2018-01-26,2018-01-22,2018-01-26,2018-01-22,4 days 00:00:00.000000000,4
472,10759 M,29.0,2018-01-26,2018-01-22,2018-01-26,2018-01-22,4 days 00:00:00.000000000,4
473,10759 S,2.0,2018-01-06,2018-01-17,2018-01-06,2018-01-17,-11 days +00:00:00.000000000,11
474,10759 XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
475,10760 43 1/3,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
476,10760 44 2/3,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
477,10766 2 ( 37-39 ),2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
478,10766 3 ( 40-42 ),2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
479,10766 4 ( 43-45 ),9.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
480,10772 2XL,2.0,2018-01-15,2018-01-17,2018-01-15,2018-01-17,-2 days +00:00:00.000000000,2
